	Systematic.name	cluster	cluster.size	coord
RecD-like DNA helicase YrrC	RecD-like DNA helicase YrrC	31	6	-0.0181766815116357
tRNA:m(5)U-54 MTase gid	tRNA:m(5)U-54 MTase gid	31	6	-0.0221354694719402
YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	31	6	-0.018493802213818
Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	31	6	-0.0166741282549892
Inactive homolog of metal-dependent proteases, putative molecular chaperone	Inactive homolog of metal-dependent proteases, putative molecular chaperone	31	6	-0.0201510019574173
Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	32	6	0.00345853883837914
Lactose phosphotransferase system repressor	Lactose phosphotransferase system repressor	32	6	0.00630256582697143
PTS system, galactose-specific IIB component (EC 2.7.1.69)	PTS system, galactose-specific IIB component (EC 2.7.1.69)	32	6	0.00226623279461456
Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	32	6	0.00542285264563987
PTS system, galactose-specific IIC component (EC 2.7.1.69)	PTS system, galactose-specific IIC component (EC 2.7.1.69)	32	6	0.00134967075608026
Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	32	6	0.00495706818635125
Substrate-specific component PdxU of predicted pyridoxine ECF transporter	Substrate-specific component PdxU of predicted pyridoxine ECF transporter	33	2	-0.0491489558013359
Glucitol operon repressor	Glucitol operon repressor	33	2	-0.0446953627047881
Lactacin F two-component system sensor histidine kinase	Lactacin F two-component system sensor histidine kinase	34	3	-0.0332559733511153
Thiamine biosynthesis protein thiI	Thiamine biosynthesis protein thiI	34	3	-0.0338370674733666
Lactacin F two-component system response regulator	Lactacin F two-component system response regulator	34	3	-0.0326938586821188
LSU ribosomal protein L18p (L5e)	LSU ribosomal protein L18p (L5e)	35	2	-0.00493702488542136
LSU ribosomal protein L10p (P0)	LSU ribosomal protein L10p (P0)	35	2	-0.00398426981543886
Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	36	2	0.0292772791506904
Membrane proteins related to metalloendopeptidases	Membrane proteins related to metalloendopeptidases	36	2	0.029227889429994
Preprotein translocase subunit SecG (TC 3.A.5.1.1)	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	37	2	0.0123610495781008
NADH peroxidase (EC 1.11.1.1)	NADH peroxidase (EC 1.11.1.1)	37	2	0.0173380578989323
Phage major capsid protein	Phage major capsid protein	38	2	0.00830701888619952
Phage capsid assembly	Phage capsid assembly	38	2	0.00540296192818645
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	39	4	-0.0265459091469617
Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	39	4	-0.0253329560936517
Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	39	4	-0.0216690709190756
Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	39	4	-0.0190788320437248
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	40	2	0.002455861130392
Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	40	2	-0.00117891432891666
PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	41	2	-0.0246241482379164
PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	41	2	-0.022496952842825
PTS system, galactitol-specific IIC component (EC 2.7.1.69)	PTS system, galactitol-specific IIC component (EC 2.7.1.69)	42	2	0.00621814230995405
PTS system, galactitol-specific IIA component (EC 2.7.1.69)	PTS system, galactitol-specific IIA component (EC 2.7.1.69)	42	2	0.00549997694802935
Sialic acid utilization regulator, RpiR family	Sialic acid utilization regulator, RpiR family	43	2	-0.0149261682238745
PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	43	2	-0.0192439113677034
