Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1819529		; Glycerol-3-phosphate acyltransferase, PlsY		; Glycerol-3-phosphate acyltransferase [plsY].	; Glycerol-3-phosphate acyltransferase, PlsY				; Glycerol-3-phosphate acyltransferase					; Glycerol-3-phosphate acyltransferase 		
V1819537	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.			; lambda repressor-like DNA-binding domains	
V1819539		; Transcription activator, ArpU family			; Transcription activator, ArpU family											;  phage transcriptional regulator, ArpU family
V1819548	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain							; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1819549	; INT_ICEBs1_C_like	; AP2-like integrase, N-terminal domain; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal	; Intergrase catalytic core		; AP2-like integrase, N-terminal domain; DNA breaking-rejoining enzyme, catalytic core; Integrase, SAM-like, N-terminal; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal				; AP2-like DNA-binding integrase domain; Phage integrase family; Phage integrase, N-terminal SAM-like domain						; DNA breaking-rejoining enzymes	
V1827554															; Glycerol-3-phosphate (1)-acyltransferase	
V1827624		; Acetate/propionate kinase; Aliphatic acid kinase, short-chain; Aliphatic acid kinase, short-chain, conserved site		; Acetate kinase [ackA].	; Acetate/propionate kinase; Aliphatic acid kinase, short-chain; Aliphatic acid kinase, short-chain, conserved site		; (Full/Desc.) acetate/propionate kinase	; Acetate kinase family signature	; Acetokinase family		; Acetate and butyrate kinases family signature 1.; Acetate and butyrate kinases family signature 2.				; Actin-like ATPase domain; Actin-like ATPase domain	;  acetate kinase
V1827650		; Metalloenzyme, LuxS/M16 peptidase-like; Peptidase M16 domain; Peptidase M16, C-terminal; Peptidase M16, N-terminal	; Cytochrome Bc1 Complex; Chain A; Cytochrome Bc1 Complex; Chain A; Cytochrome Bc1 Complex; Chain A; Cytochrome Bc1 Complex; Chain A; Cytochrome Bc1 Complex; Chain A		; Metalloenzyme, LuxS/M16 peptidase-like; Peptidase M16 domain; Peptidase M16, C-terminal; Peptidase M16, N-terminal				; Insulinase (Peptidase family M16); Peptidase M16 inactive domain						; LuxS/MPP-like metallohydrolase; LuxS/MPP-like metallohydrolase; LuxS/MPP-like metallohydrolase; LuxS/MPP-like metallohydrolase; LuxS/MPP-like metallohydrolase	
V1827657		; Alpha-2-macroglobulin; Alpha-2-macroglobulin, N-terminal; Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid			; Alpha-2-macroglobulin; Alpha-2-macroglobulin, N-terminal; Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid				; Alpha-2-macroglobulin family; MG2 domain					; Alpha-2-macroglobulin family	; Terpenoid cyclases/Protein prenyltransferases; Terpenoid cyclases/Protein prenyltransferases	
V1828766		; Amino acid/polyamine transporter I			; Amino acid/polyamine transporter I		; (Full) amino acid transporter		; Amino acid permease							
V1828804	; GDPD_memb_like	; Glycerophosphodiester phosphodiesterase domain; Glycerophosphoryl diester phosphodiesterase, membrane domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	; Phosphatidylinositol (PI) phosphodiesterase		; Glycerophosphodiester phosphodiesterase domain; Glycerophosphoryl diester phosphodiesterase, membrane domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain				; Glycerophosphoryl diester phosphodiesterase family; Membrane domain of glycerophosphoryl diester phosphodiesterase			; GP-PDE domain profile.			; PLC-like phosphodiesterases	
V1828822		; FAD/NAD(P)-binding domain; Oleate hydratase			; FAD/NAD(P)-binding domain; Oleate hydratase				; MCRA family						; FAD/NAD(P)-binding domain	
V1828851		; DNA-directed RNA polymerase subunit delta; HB1/Asxl, restriction endonuclease HTH domain		; Probable DNA-directed RNA polymerase subunit delta [rpoE].	; DNA-directed RNA polymerase subunit delta; HB1/Asxl, restriction endonuclease HTH domain	; consensus disorder prediction			; HB1, ASXL, restriction endonuclease HTH domain							;  DNA-directed RNA polymerase delta subunit
V1829099	; Ribosomal_L13	; Ribosomal protein L13; Ribosomal protein L13, bacterial-type; Ribosomal protein L13, conserved site		; 50S ribosomal protein L13 [rplM].	; Ribosomal protein L13; Ribosomal protein L13, bacterial-type; Ribosomal protein L13, conserved site		; (Full) ribosomal protein, L13p/L13Aa/L16e/organellar L13 types		; Ribosomal protein L13		; Ribosomal protein L13 signature.				; Ribosomal protein L13	;  ribosomal protein uL13
V1829128						; consensus disorder prediction						; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1829192		; Amino acid antiporter; Amino acid/polyamine transporter I			; Amino acid antiporter; Amino acid/polyamine transporter I		; (Full) amino acid transporter		; Amino acid permease			; Prokaryotic membrane lipoprotein lipid attachment site profile.				;  transporter, basic amino acid/polyamine antiporter (APA) family
V1829280		; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain			; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain				; DAK2 domain; Dihydroxyacetone kinase family			; DhaL domain profile.		; ; 	; DhaL-like	;  DAK2 domain fusion protein YloV
V1830787	; PBP2_Fbp_like_1	; Ferric binding protein; Twin-arginine translocation pathway, signal sequence; Twin-arginine translocation pathway, signal sequence, bacterial/archaeal	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Ferric binding protein; Twin-arginine translocation pathway, signal sequence; Twin-arginine translocation pathway, signal sequence, bacterial/archaeal		; (Full) ferric binding protein		; Bacterial extracellular solute-binding protein			; Twin arginine translocation (Tat) signal profile.			; Periplasmic binding protein-like II	;  Tat (twin-arginine translocation) pathway signal sequence
V1834921		; Tubulin/FtsZ, GTPase domain			; Tubulin/FtsZ, GTPase domain	; consensus disorder prediction									; Tubulin nucleotide-binding domain-like	
V1836891	; Argininosuccinate_Synthase	; Argininosuccinate synthase; Argininosuccinate synthase, conserved site; Argininosuccinate synthase, type 1 subfamily; Argininosuccinate synthetase, catalytic/multimerisation domain body; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs; Argininosuccinate synthetase	; Argininosuccinate synthase [argG].	; Argininosuccinate synthase; Argininosuccinate synthase, conserved site; Argininosuccinate synthase, type 1 subfamily; Argininosuccinate synthetase, catalytic/multimerisation domain body; Rossmann-like alpha/beta/alpha sandwich fold				; Arginosuccinate synthase		; Argininosuccinate synthase signature 1.; Argininosuccinate synthase signature 2.				; Adenine nucleotide alpha hydrolases-like; Argininosuccinate synthetase, C-terminal domain	;  argininosuccinate synthase
V1836900		; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Ionotropic glutamate receptor; Solute-binding protein  family 3/N-terminal domain of MltF				; Bacterial extracellular solute-binding proteins, family 3			; Prokaryotic membrane lipoprotein lipid attachment site profile.		; Eukaryotic homologues of bacterial periplasmic substrate binding proteins.; Bacterial periplasmic substrate-binding proteins	; Periplasmic binding protein-like II	
V1836907	; CBS_pair_IMPDH; IMPDH	; Aldolase-type TIM barrel; CBS domain; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase; Inosine-5'-monophosphate dehydrogenase	; Aldolase class I	; Inosine-5'-monophosphate dehydrogenase [guaB].	; Aldolase-type TIM barrel; CBS domain; IMP dehydrogenase / GMP reductase, conserved site; IMP dehydrogenase/GMP reductase; Inosine-5'-monophosphate dehydrogenase		; (Full) inosine-5'-monophosphate dehydrogenase		; CBS domain; IMP dehydrogenase / GMP reductase domain		; IMP dehydrogenase / GMP reductase signature.	; CBS domain profile.		; IMP dehydrogenase / GMP reductase domain; Domain in cystathionine beta-synthase and other proteins.; Domain in cystathionine beta-synthase and other proteins.	; Inosine monophosphate dehydrogenase (IMPDH); Inosine monophosphate dehydrogenase (IMPDH); CBS-domain pair	;  inosine-5'-monophosphate dehydrogenase
V1836912	; PseudoU_synth_RluCD_like	; Pseudouridine synthase, RluC/RluD; Pseudouridine synthase, RluC/RluD, conserved site; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain			; Pseudouridine synthase, RluC/RluD; Pseudouridine synthase, RluC/RluD, conserved site; Pseudouridine synthase, RsuA/RluB/C/D/E/F; Pseudouridine synthase, catalytic domain				; RNA pseudouridylate synthase		; Rlu family of pseudouridine synthase signature.				; Pseudouridine synthase	;  pseudouridine synthase, RluA family
V1836913		; ABC transporter permease protein domain; MacB-like periplasmic core domain			; ABC transporter permease protein domain; MacB-like periplasmic core domain				; FtsX-like permease family; MacB-like periplasmic core domain							
V1836917		; Multi antimicrobial extrusion protein			; Multi antimicrobial extrusion protein				; MatE							
V1836925		; DegV			; DegV				; Uncharacterised protein, DegV family COG1307			; DegV domain profile.			; DAK1/DegV-like	;  EDD domain protein, DegV family
V1836932		; Threonine/Serine exporter, ThrE			; Threonine/Serine exporter, ThrE				; Threonine/Serine exporter, ThrE							
V1836969	; DHDPS	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site; Schiff base-forming aldolase, conserved site	; Aldolase class I	; 4-hydroxy-tetrahydrodipicolinate synthase [dapA].	; 4-hydroxy-tetrahydrodipicolinate synthase, DapA; Aldolase-type TIM barrel; DapA-like; Schiff base-forming aldolase, active site; Schiff base-forming aldolase, conserved site		; (Full) dihydrodipicolinate synthase	; Dihydrodipicolinate synthase signature	; Dihydrodipicolinate synthetase family		; Dihydrodipicolinate synthase signature 1.; Dihydrodipicolinate synthase signature 2.			; Dihydrodipicolinate synthetase family	; Aldolase	;  4-hydroxy-tetrahydrodipicolinate synthase
V1836984	; DSRM; RIBOc	; Double-stranded RNA-binding domain; Ribonuclease III; Ribonuclease III domain		; Ribonuclease 3 [rnc].	; Double-stranded RNA-binding domain; Ribonuclease III; Ribonuclease III domain				; Double-stranded RNA binding motif; Ribonuclease-III-like			; Double stranded RNA-binding domain (dsRBD) profile.; Ribonuclease III family domain profile.		; Ribonuclease III family; Double-stranded RNA binding motif	; dsRNA-binding domain-like; RNase III domain-like	;  ribonuclease III
V1836988		; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain			; DAK2 domain-containing protein YloV; DhaL domain; Uncharacterised protein, DhaK domain				; DAK2 domain; Dihydroxyacetone kinase family			; DhaL domain profile.		; ; 	; DhaL-like	;  DAK2 domain fusion protein YloV
V1836992	; TPK	; Thiamin pyrophosphokinase; Thiamin pyrophosphokinase, catalytic domain	; Thiamin pyrophosphokinase		; Thiamin pyrophosphokinase; Thiamin pyrophosphokinase, catalytic domain				; Thiamin pyrophosphokinase, catalytic domain						; Thiamin pyrophosphokinase, catalytic domain	;  thiamine pyrophosphokinase
V1837000		; Coenzyme A biosynthesis bifunctional protein CoaBC; DNA/pantothenate metabolism flavoprotein, C-terminal; Flavoprotein	; CoaB-like		; Coenzyme A biosynthesis bifunctional protein CoaBC; DNA/pantothenate metabolism flavoprotein, C-terminal; Flavoprotein				; DNA / pantothenate metabolism flavoprotein; Flavoprotein						; CoaB-like; Homo-oligomeric flavin-containing Cys decarboxylases, HFCD	;  phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
V1837009	; MreB_like	; Cell shape determining protein MreB	; Actin; Chain A		; Cell shape determining protein MreB			; Bacterial cell shape determinant MreB/Mbl protein signature	; MreB/Mbl protein						; Actin-like ATPase domain; Actin-like ATPase domain	;  cell shape determining protein, MreB/Mrl family
V1837025	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, core; Clp ATPase, C-terminal; Heat shock protein HslU; P-loop containing nucleoside triphosphate hydrolase	; DNA helicase RuvA subunit; DNA helicase RuvA subunit; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases	; ATP-dependent protease ATPase subunit HslU [hslU].	; AAA+ ATPase domain; ATPase, AAA-type, core; Clp ATPase, C-terminal; Heat shock protein HslU; P-loop containing nucleoside triphosphate hydrolase				; AAA domain (Cdc48 subfamily); ATPase family associated with various cellular activities (AAA); C-terminal, D2-small domain, of ClpB protein					; C-terminal, D2-small domain, of ClpB protein; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	;  ATP-dependent protease HslVU, ATPase subunit
V1837028	; AdoMet_MTases	; Mycolic acid cyclopropane synthase; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; Mycolic acid cyclopropane synthase; S-adenosyl-L-methionine-dependent methyltransferase		; (Full) fatty-acyl-phospholipid/mycolic acid cyclopropane synthase		; Mycolic acid cyclopropane synthetase						; S-adenosyl-L-methionine-dependent methyltransferases	
V1837045		; NAD(P)-binding domain; NAD-dependent epimerase/dehydratase	; UDP-galactose 4-epimerase; NAD(P)-binding Rossmann-like Domain; NAD(P)-binding Rossmann-like Domain		; NAD(P)-binding domain; NAD-dependent epimerase/dehydratase				; NAD dependent epimerase/dehydratase family						; NAD(P)-binding Rossmann-fold domains	
V1837071	; INT_ICEBs1_C_like	; DNA breaking-rejoining enzyme, catalytic core; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal	; Intergrase catalytic core		; DNA breaking-rejoining enzyme, catalytic core; Integrase, catalytic domain; Integrase-like, catalytic domain; Integrase/recombinase, N-terminal				; Phage integrase family						; DNA breaking-rejoining enzymes	
V1837082	; PTS_IIA_man; PTS_IIB_man	; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component	; Fructose Permease		; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component				; PTS system fructose IIA component; PTS system sorbose subfamily IIB component			; PTS_EIIA type-4 domain profile.; PTS_EIIB type-4 domain profile.			; PTS IIb component; PTS system fructose IIA component-like	
V1837086			; Periplasmic binding protein-like II; Periplasmic binding protein-like II						; Bacterial extracellular solute-binding protein						; Periplasmic binding protein-like II	
V1837092		; CAAX amino terminal protease			; CAAX amino terminal protease				; CAAX protease self-immunity							
V1837105		; BioY protein			; BioY protein		; (Full) uncharacterized biotin biosynthesis protein, BioY type		; BioY family							
V1837142		; Replication initiator A, N-terminal			; Replication initiator A, N-terminal	; consensus disorder prediction			; Replication initiator protein A (RepA) N-terminus							
V1837165	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, core; CbxX/CfqX; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ATPase, AAA-type, core; CbxX/CfqX; P-loop containing nucleoside triphosphate hydrolase			; CbxX/CfqX superfamily signature	; ATPase family associated with various cellular activities (AAA)					; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1837167		; AAA+ ATPase domain; P-loop containing nucleoside triphosphate hydrolase; UvrD-like helicase C-terminal domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; P-loop containing nucleoside triphosphate hydrolase; UvrD-like helicase C-terminal domain				; AAA domain; UvrD-like helicase C-terminal domain					; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1837174	; GATase1_1	; Class I glutamine amidotransferase-like; Glutamine amidotransferase			; Class I glutamine amidotransferase-like; Glutamine amidotransferase				; Glutamine amidotransferase class-I			; Glutamine amidotransferase type 1 domain profile.			; Class I glutamine amidotransferase-like	
V1837198		; Putative threonine/serine exporter; Threonine/Serine exporter, ThrE			; Putative threonine/serine exporter; Threonine/Serine exporter, ThrE				; Putative threonine/serine exporter; Threonine/Serine exporter, ThrE							
V1837199		; Sugar transport protein			; Sugar transport protein				; Sugar transport protein						; Multidrug resistance efflux transporter EmrE	
V1837201	; MFS	; Major facilitator superfamily; Major facilitator superfamily domain; Tetracycline resistance protein TetA/multidrug resistance protein MdtG	; MFS general substrate transporter like domains; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain; Tetracycline resistance protein TetA/multidrug resistance protein MdtG			; Tetracycline resistance protein signature	; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1837206	; TPP_POX; TPP_PYR_POX	; DHS-like NAD/FAD-binding domain; Pyruvate oxidase; TPP-binding enzyme, conserved site; Thiamin diphosphate-binding fold; Thiamine pyrophosphate enzyme, C-terminal TPP-binding; Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain; Thiamine pyrophosphate enzyme, central domain	; TPP-binding domain		; DHS-like NAD/FAD-binding domain; Pyruvate oxidase; TPP-binding enzyme, conserved site; Thiamin diphosphate-binding fold; Thiamine pyrophosphate enzyme, C-terminal TPP-binding; Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain; Thiamine pyrophosphate enzyme, central domain	; consensus disorder prediction			; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain; Thiamine pyrophosphate enzyme, N-terminal TPP binding domain; Thiamine pyrophosphate enzyme, central domain		; Thiamine pyrophosphate enzymes signature.				; DHS-like NAD/FAD-binding domain; Thiamin diphosphate-binding fold (THDP-binding); Thiamin diphosphate-binding fold (THDP-binding)	;  pyruvate oxidase
V1837231		; Phage capsid; Phage major capsid protein, HK97			; Phage capsid; Phage major capsid protein, HK97				; Phage capsid family						; Major capsid protein gp5	;  phage major capsid protein, HK97 family
V1837239		; Caudovirus, tape measure, N-terminal			; Caudovirus, tape measure, N-terminal										; Tropomyosin	;  tape measure domain
V1837265	; PTS_IIA_man; PTS_IIB_man	; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component; Phosphotransferase system, sorbose subfamily IIB component, subgroup	; Fructose Permease		; PTS system mannose/sorbose specific IIA subunit; Phosphotransferase system, mannose-type IIA component; Phosphotransferase system, sorbose subfamily IIB component; Phosphotransferase system, sorbose subfamily IIB component, subgroup	; consensus disorder prediction			; PTS system fructose IIA component; PTS system sorbose subfamily IIB component			; PTS_EIIA type-4 domain profile.; PTS_EIIB type-4 domain profile.			; PTS IIb component; PTS system fructose IIA component-like	;  PTS system, mannose/fructose/sorbose family, IIB component
V1837266		; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit			; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit	; consensus disorder prediction			; PTS system sorbose-specific iic component			; PTS_EIIC type-4 domain profile.				
V1837268		; Cell cycle protein FtsW/RodA; Cell cycle, FtsW / RodA / SpoVE, conserved site			; Cell cycle protein FtsW/RodA; Cell cycle, FtsW / RodA / SpoVE, conserved site				; Cell cycle protein		; Cell cycle proteins ftsW / rodA / spoVE signature.					
V1837294	; ABC_subfamily_A	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1837304	; MutT_pyrophosphohydrolase	; NUDIX hydrolase; NUDIX hydrolase domain; NUDIX hydrolase domain-like	; Nucleoside Triphosphate Pyrophosphohydrolase		; NUDIX hydrolase; NUDIX hydrolase domain; NUDIX hydrolase domain-like			; NUDIX hydrolase family signature	; NUDIX domain			; Nudix hydrolase domain profile.			; Nudix	
V1837352	; PBP2_LTTR_substrate	; LysR, substrate-binding; Transcription regulator HTH, LysR; Winged helix-turn-helix DNA-binding domain	; Periplasmic binding protein-like II; Periplasmic binding protein-like II; winged helix repressor DNA binding domain		; LysR, substrate-binding; Transcription regulator HTH, LysR; Winged helix-turn-helix DNA-binding domain			; LysR bacterial regulatory protein HTH signature	; Bacterial regulatory helix-turn-helix protein, lysR family; LysR substrate binding domain			; LysR-type HTH domain profile.			; Winged helix DNA-binding domain; Periplasmic binding protein-like II	
V1837367	; HAMP; HATPase_c; HisKA	; HAMP domain; Histidine kinase domain; Histidine kinase-like ATPase, C-terminal domain; Signal transduction histidine kinase, dimerisation/phosphoacceptor domain; Signal transduction histidine kinase-related protein, C-terminal			; HAMP domain; Histidine kinase domain; Histidine kinase-like ATPase, C-terminal domain; Signal transduction histidine kinase, dimerisation/phosphoacceptor domain; Signal transduction histidine kinase-related protein, C-terminal			; Bacterial sensor protein C-terminal signature	; HAMP domain; His Kinase A (phospho-acceptor) domain; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			; HAMP domain profile.; Histidine kinase domain profile.		; Histidine kinase-like ATPases; HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain; His Kinase A (phosphoacceptor) domain	; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase; HAMP domain-like; Homodimeric domain of signal transducing histidine kinase	
V1837392	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, core; CbxX/CfqX; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ATPase, AAA-type, core; CbxX/CfqX; P-loop containing nucleoside triphosphate hydrolase	; consensus disorder prediction		; CbxX/CfqX superfamily signature	; ATPase family associated with various cellular activities (AAA)					; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1837395		; Protein of unknown function DUF4343			; Protein of unknown function DUF4343				; Domain of unknown function (DUF4343)							
V1837404		; Diacylglycerol kinase, catalytic domain; Diacylglycerol/lipid kinase; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase/diacylglycerol kinase-like domain	; Probable inorganic polyphosphate/atp-NAD kinase; domain 1		; Diacylglycerol kinase, catalytic domain; Diacylglycerol/lipid kinase; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase/diacylglycerol kinase-like domain				; Diacylglycerol kinase catalytic domain			; DAG-kinase catalytic (DAGKc) domain profile.		; Diacylglycerol kinase catalytic domain (presumed)	; NAD kinase/diacylglycerol kinase-like	;  lipid kinase, YegS/Rv2252/BmrU family
V1837416		; ApbE-like domain; Flavin transferase ApbE			; ApbE-like domain; Flavin transferase ApbE		; (Full) thiamine biosynthesis FAD-binding lipoprotein ApbE		; ApbE family						; ApbE-like	
V1837417		; Aspartate/homoserine dehydrogenase, NAD-binding; Homoserine dehydrogenase; Homoserine dehydrogenase, catalytic; Homoserine dehydrogenase, conserved site; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain; Dihydrodipicolinate Reductase; domain 2		; Aspartate/homoserine dehydrogenase, NAD-binding; Homoserine dehydrogenase; Homoserine dehydrogenase, catalytic; Homoserine dehydrogenase, conserved site; NAD(P)-binding domain		; (Full) homoserine dehydrogenase		; Homoserine dehydrogenase; Homoserine dehydrogenase, NAD binding domain		; Homoserine dehydrogenase signature.				; ACT-like; NAD(P)-binding Rossmann-fold domains; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	
V1837418		; GHMP kinase N-terminal domain; GHMP kinase, ATP-binding, conserved site; GHMP kinase, C-terminal domain; Homoserine kinase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup		; Homoserine kinase [thrB].	; GHMP kinase N-terminal domain; GHMP kinase, ATP-binding, conserved site; GHMP kinase, C-terminal domain; Homoserine kinase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup		; (Full) homoserine kinase	; Homoserine kinase signature	; GHMP kinases C terminal; GHMP kinases N terminal domain		; GHMP kinases putative ATP-binding domain.				; GHMP Kinase, C-terminal domain; Ribosomal protein S5 domain 2-like	;  homoserine kinase
V1837423	; DEXDc	; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase				; Type III restriction enzyme, res subunit			; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.; Superfamilies 1 and 2 helicase C-terminal domain profile.		; DEAD-like helicases superfamily	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1837431		; Aminoglycoside phosphotransferase; Protein kinase-like domain			; Aminoglycoside phosphotransferase; Protein kinase-like domain				; Phosphotransferase enzyme family						; Protein kinase-like (PK-like)	
V1837435	; tRNA_bind_bactPheRS	; Domain of unknown function DUF4479; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain	; Myf domain; Nucleic acid-binding proteins		; Domain of unknown function DUF4479; Nucleic acid-binding, OB-fold; Phenylalanly tRNA synthetase, tRNA-binding-domain; tRNA-binding domain				; Domain of unknown function (DUF4479); Putative tRNA binding domain			; tRNA-binding domain profile.			; Nucleic acid-binding proteins	
V1837436		; AAA+ ATPase domain; FtsK domain; FtsK gamma domain; P-loop containing nucleoside triphosphate hydrolase; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; FtsK domain; FtsK gamma domain; P-loop containing nucleoside triphosphate hydrolase; Winged helix-turn-helix DNA-binding domain	; consensus disorder prediction			; FtsK/SpoIIIE family; Ftsk gamma domain			; FtsK domain profile.		; ATPases associated with a variety of cellular activities; 	; P-loop containing nucleoside triphosphate hydrolases; Winged helix DNA-binding domain	
V1837445	; M20_ArgE_DapE_like	; ArgE/DapE/ACY1/CPG2/YscS, conserved site; N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase/Succinyl-diaminopimelate desuccinylase; Peptidase M20; Peptidase M20, dimerisation domain	; Zn peptidases; Zn peptidases		; ArgE/DapE/ACY1/CPG2/YscS, conserved site; N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase/Succinyl-diaminopimelate desuccinylase; Peptidase M20; Peptidase M20, dimerisation domain				; Peptidase dimerisation domain; Peptidase family M20/M25/M40		; ArgE / dapE / ACY1 / CPG2 / yscS family signature 1.; ArgE / dapE / ACY1 / CPG2 / yscS family signature 2.				; Bacterial exopeptidase dimerisation domain; Zn-dependent exopeptidases; Zn-dependent exopeptidases	;  peptidase, ArgE/DapE family
V1837453		; CAAX amino terminal protease			; CAAX amino terminal protease				; CAAX protease self-immunity							
V1837464	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
